title,stars,mainTag,subTag,text,BodyRightText
몬딱게스트하우스,,#휴식 #숙소 #게스트하우스,#텃밭집 #체험 #조식포함 #공공와이파이존 #스파,"침대마다 콘센트와 수면등이 준비되어 있고 드라이기, 고데기, 샤워용품 등이
구비되어 있으나 수건은 제공되지 않는다.

 또한 2일 이상 머무른다면 세탁이 가능하고, 추가 요금을 낸다면 스파도 이용할 수 있다. 활기찬 청춘의 모습을 꼭 빼닮은 게스트하우스

 ‘모두, 몽땅, 모조리’의 뜻을 가지고 있는 제주 방언 ‘몬딱’을 사용한
‘몬딱게스트하우스’는 구좌읍의 세화리에 위치해 있다.

 1층으로 구성된 건물은 내부에 통유리가 있으며 여성용 객실 2개 남성용 객실 2개로 이루어져 있다.
한 객실에 2층 침대가 3대씩이며 총 6명이 묵을 수 있다.","소개-매일 밤, 별을 볼 수 있는 공간이 있는 곳, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,화장실,무료 WIFI,흡연구역, 장애인 활동 보조 필요성-어려움"
북극에서 만나 행복하자,,#숙소 #럭셔리트래블인제주 #농어촌민박,,"‘시간이 더해지는 마을’이란 뜻을 지닌 가시리에 위치했다. ‘북극’은 삶의 이상향이며, 꿈꾸는 삶을 고대하며 현재를 행복하게 보내자는 의미를 담았다. 잠시나마 잠적의 희열을 느낄 수 있게끔 만인이 꿈꾸는 낭만을 실현했다. 귤밭 사이에는 캠핑 존과 노천탕이, 뒷마당에는 자유롭게 배치한 식물 사이로 화덕이 놓여 있다. 자연과 호흡하며 텅 빈 시간을 만끽하기에 좋다. 숙소 내부에는 유럽 고가구와 빈티지 진공관 스피커, 전축이 있어 옛 공간을 거니는 듯한 느낌이다. 숙소는 휴양지 특유의 담담함과 고풍스러운 멋이 어우러진다. 숙소 인근에는 ‘따라비오름’과 계절마다 흐드러진 꽃밭을 감상할 수 있는 ‘녹산로’가 있어 또 다른 여정을 시작하기에 좋다.","소개-낭만으로 일군 숙소, 숙박 업종-펜션/민박, 이용 시간-Checkin : ~ Checkout :"
제주선물가게,,#성산 #고성리 #소품샵,#귤 #애플망고 #간식 #쇼핑,"옥돔이나 갈치 등의 해산물, 제주 전통 주류, 과자류 등은 구매 후 전국으로 택배 서비스도 제공한다. 또, 이곳은 드라이브스루 카페까지 운영을 겸해 간단한 음료도 즐길 수 있다. 제주여행 기념품을 사고 싶을 때 방문할 만한 곳이다. 제주선물가게는 독특한 해안지형으로 유명한 광치기해변 인근에 자리 잡은 제주 기념품 판매점이다. 광치기해변으로 향하는 대로변에 있어 북적이지 않고 여유로운 분위기에서 쇼핑을 즐기기 알맞은 곳이다. 건물 전체가 제주 기념품을 판매할 정도로 규모가 크고, 종합선물가게를 표방하는 만큼 여러 종류의 물건을 판매한다. 이곳은 농업법인을 운영하는 가게 사장님이 제철 과일도 재배한다. 제철 만감류나 애플 망고 등을 직거래 할 수 있는 곳이다. 다른 기념품 판매점보다 제주 특산품과 관련된 식품이나 간식 등을 다양하게 구비하고 있다.","소개-제주 먹거리를 모두 담은 선물가게, 이용 시간-평일 : 09:00 ~ 21:00 , 주말 : 09:00 ~ 21:00"
썬비치리조트,,#휴식 #숙소 #리조트,#펜션 #휴양펜션 #휴양콘도 #해안도로 #해수욕장 #공공와이파이존 #무장애관광,"공항에서 10분거리이고, 용담해안도로에 위치하여 객실에서 제주의 바다를 볼 수 있다.
이호해수욕장이 도보로 5분거리에 있고, 시내와의 거리도 가까워 이동이 편리하다.
용두암 해안도로변에 다양한 카페거리가 이어져 있고 건너편 도두항 포구에는 각종 먹거리들이 다양하게 있다.","소개-용두암 해안도로에 위치해 있는 리조트, 이용 시간-Checkin : 15:00 ~ Checkout : 11:30, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설, 장애인 시설정보-장애인 시설정보 >, 장애인 활동 보조 필요성-아주 어려움"
길섶나그네펜션,,#휴식 #숙소 #휴양펜션,#펜션 #한옥 #편백나무펜션 #숲 #노천온천 #차 #음식 #교통,"제주시 조천읍에 위치한 길섶나그네 휴양펜션은 편백나무, 황토, 대나무, 보리찦 등으로 직접 지은 건강펜션이다.
주인의 할아버지 대에 터를 잡아 10년이 넘는 긴 시간 동안 손수 지은 이 집은 그 전통이 깊다. 목관아지와 성읍민속마을과 관련된 이야기가 있으니
이곳에 들르게 된다면 한번 알아보는 것도 좋다.

펜션뿐만 아니라 찻집과 음식점이 같이 있어 제주 콩 된장과 친환경 채소로 제공되는 음식과 전통차를 맛볼 수 있다.
주변 야산에서 채취한 한방 차 소재로 끓인 길섶차가 무료로 제공된다.

30분 여분 길이의 약수터와 오름이 있어 한라산과 바다, 일출을 감상할 수 있다.","소개-제주산 천연 자연소재로 5년여에 걸친 준비 끝에 지은 한옥 펜션, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
방울풍뎅이 하우스,,#펜션 #휴양펜션 #바비큐,#독채 #주차장 #해수욕장 #낚시 #농어촌민박,"남원읍 위미리 바닷가 앞에 위치한 가족, 단체 단위 손님을 위한 독채 펜션
기준인원 초과요금: 1인당 1만원 (영유아(3세이하): 5,000원), 바베큐시철 이용요금: 4인 기준 2만원 (숯은 강원도 치악산 참숯(백탄)만을 사용). 주변관광지로는 정방폭포, 천지연폭포, 올레5코스 등이 있다.","소개-남원읍 위미리 바닷가 앞에 위치한 가족, 단체 단위 손님을 위한 독채 펜션, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
썬베이펜션,,#펜션 #숙소 #휴양펜션,#올레길 #해수욕장 #낚시 #가족 #단체여행객,"올레길 18코스, 가족단위로 함께 즐길 수 있는 용천수가 흘러나오는 민물가 등 주변 볼거리가 많다.
20분 내외 거리에 있는 관광지로는 산굼부리, 선녀와나무꾼, 에코랜드, 성판악, 절물휴양림 등이 있으며,
유명한 바닷가로는 10분거리에 함덕해수욕장, 20분거리에 김녕해수욕장이 있다.
택시로 공항까지 20분, 항구까지 7분 정도가 소요된다.","소개-삼양검은모래 해수욕장 앞에 위치한 펜션, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
노닐다 게스트하우스,,#게스트하우스 #숙소 #조식,#힐링 #힐링쉼터 #조식포함 #우도,"제주의 비경을 모아놓은 섬 속의 섬, 우도에 위치한 노닐다 게스트하우스는 우도만의 참 멋을 즐길 수 있는 느릿느릿한 공간이다.
해가 좋은 날엔 정원의 해먹에서 낮잠을 즐기고, 비가 오는 날엔 카페에 앉아 책을 읽어보자.
시시각각 변하는 우도의 날씨만큼, 그만큼 다채로운 모습과 마음으로 우도를 여행할 수 있을 것이다.

노닐다 게스트하우스는 남/여 6인 도미토리와 더블룸, 가족실을 운영하고 있다.
더블룸과 가족실은 간단한 취사시설과 욕실을 구비하고 있으며 넓은 창을 통해 우도를 조망할 수 있다.

카페에서는 직접 만든 땅콩 머핀과 계절과일, 핸드드립 커피가 조식으로 제공된다.
카페의 벽면에 많은 책이 꽂혀있는 것을 볼 수 있는데, 도서관을 운영하던 경험을 살린 주인장이 관리하고 있다. 또한 우도를 소개하는
자그마한 책 <우도에서 노닐다>를 만들어 2,000원에 판매하고 있으며, 여기에서 나오는 수익금을 제주의 환경단체로 전달하고 있다.","소개-아름다운 우도의 참 모습을 만날 수 있는 곳, 이용 시간-Checkin : ~ Checkout :"
스타즈호텔 제주 로베로,,#호텔 #숙소 #공공와이파이존,#주차장 #환전 #비즈니스센터 #관광호텔 #무장애관광,"공항에서 8분, 제주항에서 5분정도의 거리에 있으며, 지상8층, 지하3층의 관광1급호텔이다. 지하1층의 이용실과 마사지실이, 지하2층에 사우나가 있어 호텔내에서 편리하게 이용할 수 있다. 제주 로베로 호텔은 공항과 3km 거리에 위치하여 차량 이용시 7분 이내 도착이 가능하다.
호텔 맞은편엔 제주의 역사를 한눈에 볼 수 있는 관덕정, 제주 목관아가 위치 하고 있으며,
바로 앞엔 중앙로 지하 쇼핑몰이 있다.
도보로 2분 거리에 제주시에서 가장 큰 재래시장인 동문시장이 위치하고 있어 각종 수산,과일,기념품 등을 저렴하게 구매할 수 있다.
올레길 17, 18코스 인근에 위치 해 있다.","소개-제주의 자연과 생활을 한눈에 경험할 수 있는, 내집같은 편안한 서비스, 이용 시간-Checkin : 15:00 ~ Checkout : 11:00, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설, 장애인 시설정보-장애인 시설정보 >, 장애인 활동 보조 필요성-아주 어려움"
제주하늘기념품샵,,#제주시내 #삼도동 #소품샵,#잡화 #문구류 #핸드메이드,"원도심 투어하며 즐기는 기념품 쇼핑 이곳은 아기자기하고 감성적인 제주 기념품과 제주 로컬 작가들의 핸드메이드 소품을 주로 판매하는 곳이다. 문구류, 잡화류, 주류 등 여러 가지 기념품이 종류별로 진열돼 구경하는 재미가 있다. 매장 중앙에 놓여 있는 테이블에는 제주 여행 시 착용하기 좋은 액세서리가 있어 눈길을 끈다. 그 밖에도 제주를 상징하는 감귤을 활용한 소품이 여러 종류로 구비돼 있다. 어린이가 좋아하는 해녀 캐릭터 인형도 선물용으로 제격이다. 제주의 역사와 흔적이 남아 있는 원도심에는 현존하는 제주 건물 중 가장 오래된 관덕정, 조선시대 제주 목사가 행정을 관장했던 제주목관아, 탐라국의 발생지로 제주를 대표하는 삼성혈 등 함께 가볼 만한 명소들이 많다. 제주 원도심을 여행하며 기념품을 장만하고 싶을 때 방문할 만하다. 제주하늘기념품샵은 제주의 역사가 담겨 있는 원도심에 자리 잡은 기념품 판매점이다. 제주 시내에 있어 도보로 찾아가기 쉬운 편이다. 매장 바로 앞에 돌하르방이 서 있다 감귤이 주렁주렁 달린 포토존이 마련돼 있다. 가게 규모는 아담한 편이지만, 제주다운 감성을 느낄 수 있는 기념품이 가득한 공간이다.","소개-원도심 투어하며 즐기는 기념품 쇼핑, 이용 시간-평일 : 11:00 ~ 18:00 , 주말 : 12:00 ~ 17:00"
피우다 게스트하우스,,#게스트하우스 #숙소 #민박,#농어촌민박 #공공와이파이존 #정원,"피우다는 올레14코스와 14-1코스의 시점, 13코스의 종점인 제주도 한경면 저지리에 위치한 작은 민박집이다.
제주현대미술관과 저지예술인마을이 바로 옆에 있고 아름다운 협재와 금능 해변이 차로 10분 거리에 있다.","소개-한경면 저지리에 위치한 작은 민박집, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
펜션해다미,,#휴식 #숙소 #휴양펜션,#펜션 #공항 #해안도로 #휴양콘도 #카페,"해다미는 제주국제공항으로부터 5분거리에 위치해 있고,
제주도 해안도로중 가장 아름다운 해안도로 중 하나인 용담해안도로에 위치해 있는 콘도형 펜션이다.
펜션 인근에는 해안도로를 따라 형성된 카페촌과 제주도만의 아름다운 해안풍경이 펼쳐져 있다.","소개-용담해안도로에 위치해있는 콘도형 펜션, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
블랙롯지,,#게스트하우스 #숙소 #민박,#조식포함 #마을관광 #자연경관 #공공와이파이존,"귤나무가 있는 정원이 함께 있는 깔끔한 게스트 하우스

블랙롯지는 관광지가 모여 있는 성산읍 수산리 마을에 위치하고 있다.
게스트하우스의 정원에는 감귤나무와 삼나무가 자라고 있다.

객실은 모두 2인실이지만 3명이 투숙을 희망하는 경우 사전 문의 후 이용이 가능하다.
방 안에는 TV가 없는 대신 핸드폰 기종에 맞는 프로젝터를 제공해주어 미리 다운로드한 드라마나 영화를 볼 수 있다.

또한 조식은 원하는 시간을 미리 말하면 주인 부부가 직접 가져다주며 기상상황에 따라 마당의 테이블에서 식사도 가능하다.","소개-한적한 마을 안 감각적인 게스트 하우스, 상세 정보-체크아웃 11:00~, 이용 시간-Checkin : ~ Checkout :"
파밀리아호텔,,#호텔 #숙소 #중문관광단지,#오션뷰호텔 #자연경관 #레저/체험 #조식 #비즈니스센터 #주차장 #무장애관광,"욕실에는 샴푸, 린스, 바디워시, 치약, 칫솔 등이 구비되어 있어 무료로 사용 가능하다.
 또한 실내에서는 인덕션을 이용한 간단한 취사가 가능하다.
중문 관광단지에 위치해 있어 제주 관광에 편리함을 갖추었다. 가족과 같은 마음으로 아끼고 여행 이상의 감동을 선사하다

'FAMILLIA'는 스페인어로 가족을 뜻하는 말이다.
고객을 가족과 같은 마음으로 아끼고 여행 이상의 감동을 느낄 수 있는 곳으로
만들겠다는 의지로 지은 이름이다. 파밀리아의 객실이나 건물의 디자인은
모던 앤 심플’을 콘셉트로 전문 디자이너의 손을 통해 완성되었고, 전 객실 테라스에서 바다를 볼 수 있다.","소개-가족과 함께 머물고 싶은 곳, 파밀리아, 상세 정보-연중무휴, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,화장실,엘리베이터, 장애인 시설정보-장애인 시설정보 >, 장애인 활동 보조 필요성-어려움"
뉴그린펜션,,#펜션 #휴양펜션 #자연경관,#해변 #해수욕장 #공공와이파이존 #부대시설 #모텔 #온돌방 #가족 #주방기구,"-기준인원 초과요금: 1인당 10,000원(만 36개월 이상)
-주변관광지로는 표선해수욕장, 제주민속촌, 남원큰엉, 신영영화박물관, 성읍민속마을, 일출랜드, 성산일출봉 등이 있습니다.","소개-객실에서 바로 바다 수평선에서 떠오르는 일출을 감상할 수 있는 펜션, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
태흥리조트,,#호텔 #숙소 #리조트,#자연경관 #해변 #휴양콘도 #오션뷰호텔,"도소리와 함께 휴식을 취하는 자연 속의 공간

태흥포구 앞에 위치해있어 모든 객실에서 바다 전망을 볼 수 있는 태흥리조트는
15평부터 30평까지 평수에 따른 다양한 객실을 보유하고 있어 최소 2인부터 최대 8인까지 수용 가능하다.

리조트에는 야외 수영장뿐만 아니라 주위에 산책로와 운동장이 있어 스포츠 활동을 할 수 있다.
 
바비큐 시설을 이용할 경우에는 2만원의 추가 비용을 지불해야 사용할 수 있고, 외부 배달음식 주문은 제한되어 있다.
 오후 11시까지 인 입실 시간보다 늦게 도착하는 경우에는 사전에 연락해야 객실을 배정받을 수 있다.","소개-바다가 한눈에 보이는 리조트, 상세 정보-연중무휴, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
오월에제주,,#서귀포시 #대포동 #소품샵,#액세서리 #잡화 #유리공예,"일반적인 기념품 판매점과 달리 일상생활에서 쓰기 좋은 소품이나, 여행 시 가지고 다니기 좋은 액세서리류, 잡화류를 주로 판매한다. 일부 제품은 가게 사장님이 직접 유리를 컷팅하고 연마해 제작하는 공예 작품으로 유니크한 디자인이 매력적이다. 여행객에게 인기가 많은 상품은 서핑보드 모양의 인센스 홀더나 오름 모양의 캔들 홀더 등으로 제주의 특색이 잘 담겨 있다. 나만 알고 싶은 핸드메이드 소품숍 오월에제주는 볼거리와 즐길 거리가 많은 중문에 자리 잡은 소품 가게이다. 이곳은 북적이는 관광지에서 조금 떨어진 곳에 있어 한적한 쇼핑을 하기 제격이다. 오래된 가정집을 리모델링한 곳으로, 파란 슬레이트 지붕과 오렌지색 가게 외관이 시선을 끈다. 매장에 들어서면 가게를 빼곡히 채운 갖가지 소품과 인테리어 오브제, 잡화류가 보인다. 가게 한편에 보이는 라탄과 우드 소품의 경우, 사장님이 직접 발리에서 직수입한 것으로 동남아시아의 이국적인 분위기가 물씬 느껴진다. 또, 미처 오프라인 매장에서 쇼핑을 하지 못한 손님을 위해 온라인 스토어도 운영하고 있으니 참고할 것. 오월에제주는 육각형의 돌기둥이 겹겹이 쌓여 우뚝 솟은 대포주상절리가 인근에 있어 함께 방문할 만하다.","소개-나만 알고 싶은 핸드메이드 소품숍, 상세 정보-매주 수요일 정기휴무, 이용 시간-평일 : 11:00 ~ 19:00 , 주말 : 11:00 ~ 19:00"
해안풍경펜션,,#휴식 #숙소 #휴양펜션,#펜션 #자연경관 #해변 #해수욕장 #가족 #바비큐 #공공와이파이존 #해안도로,"제주공항과 10분 거리에 위치해 있어 이동하기에 편리하다.
펜션 앞의 해안도로를 따라 자전거 도로가 놓여 있어 하이킹 하기에도 좋다.
조그맣게 마련된 바다 전망대에서 제주바다를 감상하고, 소라등을 채취하는 해녀의 모습을 내려볼 수 있다.
낚시꾼들이 즐겨 찾는 낚시터가 있어 낚시를 즐기기에도 적합하다.","소개-공항과 이호테우해변 중간지점에 위치한 펜션, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
제주스테이비우다,,#휴식 #펜션 #정원,#자연경관 #해변 #온돌방 #공공와이파이존 #주차장 #관광호텔 #농어촌민박,"대부분의 객실은 방문자의 프라이버시를 보호한 개별동선의 출입구를 가지고 있으며,
모든 침구는 천연 손염색을 한 프리미엄 면으로 만들어진 침구를 계절에 맞게 제공하고 있다.
자연채광이 되는 프리미엄급 개인전용 욕실이 준비되어 있으며, 일부객실에서는 밤하늘의 별을 보며 샤워를 즐길 수도 있다.
TV 없이도 충분한 휴식을 취할 수 있도록 룸 내에서 책을 읽기 좋게 꾸며놓았다.","소개-제주 남부 중문지역에 위치하며, 비우다, 채우다, 나누다, 품은 으로 나누어진 복합문화공간, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
사계절민박,,#하추자항 #하추자민박 #추자도,#숙소 #민박 #농어촌민박 #자연경관,픽업 서비스도 가능하다 하추자항 인접한 민박집,"소개-하추자항 인접 민박, 숙박 업종-펜션/민박, 등급-없음, 룸개수-3, 애완동물동반허용여부-동반불가능, 조식제공 여부-유료제공, 금연여부-전체금연, 이용 시간-Checkin : ~ Checkout :, Late체크인여부-가능, 장애인전용객실여부-없음, 셔틀버스 운행 여부-운행, 장애인 활동 보조 필요성-어려움"
미소가펜션,,#휴식 #숙소 #휴양펜션,#펜션 #바비큐 #공공와이파이존 #해변 #주차장 #카페 #해수욕장 #농어촌민박,"이곳에서는 감귤체험과 올레길 체험 또한 즐길 수 있다.
주변에는 서연의 집, 코코몽 에코파크, 쇠소깍, 큰엉, 정방폭포, 천지연폭포, 세연교, 중문 백사장 등의 관광지가 있다. 제주의 옛 멋을 살려주는 펜션

미소가 펜션은 서귀포시 남원읍 위미에 위치하고 있다.
객실은 가동, 나동, 다동으로 구성되어져 있고, 인원은 2인 기준 최대 4인까지 이다.

부대시설로는 야외 바비큐장과 휴게실이 있다.
야외 바비큐장은 숯, 토시, 장갑 등 추가 비용이 있고, 우천 시에는 바비큐 이용이 불가하다.","소개-전통적인 돌담 펜션, 상세 정보-입실: 16:00 ~퇴실: ~11:00, 이용 시간-Checkin : 16:00 ~ Checkout : 11:00, 편의시설-공용주차장,화장실, 장애인 활동 보조 필요성-아주 어려움"
동굴민박,,#민박 #숙소 #농어촌민박,#우도 #올레길 #식당 #자전거대여점,"아늑하고 깨끗한 곳에서 머물고 싶다면

우도 영일동포구와 검멀레해변 근처에 있는 동굴민박은 우도 올레길 코스에 위치해 있다.
 이곳은 총 5개의 방으로 되어 있으며, 객실별 욕실과 주방을 구비하고 있다.
단, 가족룸 101호는 공동주방을 이용해야 한다.

 또한 1층에는 식당을 운영하고 있는데 갈치조림, 닭볶음탕, 볶음밥, 옥수수탕면이 있고
그 외 양꼬치나 궈보우러우(탕수육)도 판매하기 때문에 가게 문을 일찍 닫는 우도에서 늦은 저녁에도 식사가 가능하며,
자전거 대여 서비스도 실시하고 있다.","소개-우도 검멀레해변 근처의 동굴민박, 상세 정보-연중무휴, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,화장실, 장애인 활동 보조 필요성-아주 어려움"
에이지하우스,,#휴식 #숙소 #휴양펜션,#펜션 #독채 #자연경관 #체험 #바비큐 #공공와이파이존 #주차장 #감귤,"기준인원 초과요금: 3세 이상부터 10,000원  이불추가요금: 10,000원
바비큐 이용요금: 무료(숯,석쇠(중간사이즈),구이용음식 등은 개별 준비 요망)
픽업서비스 제공(4인 이하)  에이지 감귤 농장에서 감귤 수확 체험 가능
 주변관광지로는 섭지코지, 성읍민속마을, 트릭아트뮤지엄 등이 있습니다.","소개-세화리에 위치한 친환경 목조 건축물 펜션, 이용 시간-Checkin : 15:00 ~ Checkout : 11:00, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
숲을걷다,,#애월 #소품샵 #감귤모자,#의류 #엽서 #잡화,"숲을걷다에서는 손수 뜨개질하여 만든 담요들과 여성용의류들, 모자들도 판매한다. 제주도의 모습이 그려진 엽서와 주황색의 감귤모자, 선글라스도 꾸준히 인기가 많은 편. 소품 판매외에도 원데이 클래스도 진행한다. 간단한 미니 드라이플라워, 프리저브드로 꽃다발을 만들어 보는 꽃클래스로 플로리스트 준비를 했던 사장님이 직접 진행하니 관심이 있다면 참고할 것. 숲을걷다는 곽지해수욕장에 있는 감성 인테리어 소품점이다. 가게 외부에는 원목으로 지은 작은 휴식 공간이 마련돼 있다. 라탄 의자 위에 앉아 사진을 찍는 여행객들도 있다. 우드톤으로 꾸며진 가게 내부는 전체적으로 따뜻한 분위기다. 매장에서 에메랄드빛의 곽지 바다가 보이며 깔끔한 매장 내부의 분위기와 어울려 예쁜 모습을 연출한다. 소담스럽게 진열된 모든 제품들은 한곳한곳 사장님의 손길이 닿아 있으며 궁금한 부분 역시 사장님께 물어보면 친절하게 설명해 주신다. 여행객에게 인기가 있는 품목은 의류, 엽서, 악세서리 등이 있다. 출입구에 위치한 유리, 나무와 라탄으로 만들어진 생활용품들 나무로 만들어진 매장의 가구들과 잘 어울린다.","소개-곽지바다 앞 감성충전 소품숍, 이용 시간-평일 : 13:00 ~ 18:00 , 주말 : 13:00 ~ 18:00"
약천골민박,,#민박 #숙소 #농어촌민박,#일반숙박 #주차장 #산책로 #올레길 #자연경관,"특히 올레길 7코스와 8코스를 걷기에 좋은 숙소이다. 중문관광단지, 월드컵 경기장, 서귀포 시내, 천지연폭포 등을 5분안에 방문하실 수 있는 위치에 자리하고 있으며, 약천골민박의 모든 객실에서는 탁 트인 바다와 멋진 한라산을 조망할 수 있다.","소개-탁 트인 바다와 멋진 한라산이 함께하는 숙소, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
아트모텔,,#모텔 #숙소 #공항,#주차장 #온돌방 #공공와이파이존 #무장애관광,"주차가능하고 VOD와 트윈베드, 와이파이가 완비되어있는 시내에 위치한 모텔.","소개-제주국제공항에서 10분거리. 신제주의 중심지에 위치한 모텔, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터, 장애인 시설정보-장애인 시설정보 >, 장애인 활동 보조 필요성-아주 어려움"
산방산호텔,,#숙소 #주차장 #공공와이파이존,#가족호텔 #호텔 #안전여행스탬프,"산방산호텔은 산방산과 송악산을 아우르는 사계해안과 가파도, 마라도 선착장이 있는 모슬포에 인접하여 위치하고 있다. 모던한 디자인과 심플하고 실용적인 공간 구성이 돋보이며 위생과 청결을 최우선으로 하는 가족호텔이다.","소개-산방산과 송악산을 아우르는 사계해안과 가파도, 마라도 선착장이 있는 모슬포에 인접한 호텔, 이용 시간-Checkin : ~ Checkout :"
아스타호텔,,#호텔 #숙소 #4성급호텔,#공공와이파이존 #양식레스토랑 #주차장 #공항 #관광호텔 #안전여행스탬프 #무장애관광,"‘아스타호텔’은 특2급 호텔로서 제주국제공항이 10분내 제주시내에 위치하였다. 제주 천연 암반수의 사우나 & 휘트니스센터, 레스토랑 & 카페, 편의점 등 다양한 부대시설을 갖추고 있다. 투숙 시 사우나를 정상요금에서 할인된 가격에 이용 가능하다. 오전 7시부터 오전 10시까지 조식을 제공하고 있다.","소개-제주공항 및 여객선터미널로부터 10분 이내 거리인 제주시내 중심가에 위치하고있어 매우 편리한 호텔, 이용 시간-Checkin : 14:00 ~ Checkout : 11:00, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터, 장애인 시설정보-장애인 시설정보 >, 장애인 활동 보조 필요성-어려움"
아모렉스리조트,,#휴식 #숙소 #리조트,#휴양콘도 #공공와이파이존 #식당 #수영장 #주차장 #제주동문시장 #공항 #가족호텔,"객실 내에는 주방, 냉장고, 전자레인지 등이 갖춰져 있어 간단한 조리가 가능하다.
또한 호텔 내에 레스토랑이 있어 멀리 나가지 않고도 편하게 식사를 즐길 수 있다.
주변 관광지로는 차로 8분 거리에 위치한 이호테우해변과 차로 15분 거리에 자리해 있는 용두암,
그 밖에도 용연구름다리, 도두해안로, 도두봉 등이 있다. 화려한 전망을 자랑하는 호텔

 아모렉스 리조트는 가족형 호텔로, 제주국제공항에서 차로 약 10분 거리에 위치해 있다.
앞에는 제주항과 바다가 보이며, 여름철에는 성인용과 유아용 수영장을 운영하고 밤에는 불꽃 이벤트를 관람할 수 있다.
60개의 객실을 보유한 이곳은 본관, 신관, 그리고 별관으로 나뉘며, 리셉션을 24시간 운영하고 있고,
회의실, 물품 보관소, 전시 공간도 마련되어 있다.","소개-가족형 호텔, 아모렉스 리조트, 이용 시간-Checkin : ~ Checkout :, 편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설, 장애인 활동 보조 필요성-아주 어려움"
라이온힐펜션,,#팬션 #펜션 #휴양펜션,#독채 #단체여행객 #바비큐 #온돌방 #가족 #조식포함 #체험 #공공와이파이존 #계곡 #해수욕장 #수영장 #수상레저,제주공항에서 35분 이내 도착. 광해악의 넙게오름에 위치해 고즈넉한 자연을 느낄 수 있다.,"소개-산방산과 송악해변이 아름답게 펼쳐지는 곳, 상세 정보-연중무휴, 숙박 업종-펜션/민박, 등급-없음, 이용 시간-Checkin : 15:00 ~ Checkout : 11:00, 편의시설-공용주차장,현금결제,카드결제,화장실,흡연구역,음료대,유도 및 안내시설, 장애인 활동 보조 필요성-아주 어려움"
