title,category,introduction,address,roadaddress,latitude,longitude,phoneno,imgpath,tag,contentsid
한라꽃방,쇼핑,과거 이중섭이 머물며 많은 작품을 남겼던 생가. 그 주변으로 조성된 이중섭 문화의 거리. 이곳에는 이중섭 박물관을 비롯해 카페와 소품샵 등 다양한 볼거리가 들어서 있다. 그리고 그 자리에 40년을 머물며 과거와 현재를 아우르는 한라꽃방.,제주특별자치도 서귀포시 서귀동 478-12,제주특별자치도 서귀포시 이중섭로 34,33.2449997,126.5643448,064-733-3059,https://api.cdn.visitjeju.net/photomng/imgpath/201806/28/c2eabade-c9b6-4162-ac4a-563460f4144e.jpg,"쇼핑,기념품/소품,꽃다발, 꽃집, 꽃, 야외촬영부케,가능, 꽃,꽃집,쇼핑,관광기념품,상점/상가, 웨딩부케",CNTS_200000000007110
스머프하우스,숙박,"푸른바다와 산책로가 있는, 황토와 나무로 지어진 펜션",제주특별자치도 서귀포시 중문동 1489-3,제주특별자치도 서귀포시 천제연로 127-1,33.2542628,126.4192144,064-738-9555,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/00c57e77-300e-4813-8ede-d1b0dd0b947e.jpg,"펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움, 펜션,숙소,휴양펜션,민박,바비큐,산책로,해수욕장,자연경관,해변",CNTS_000000000018681
제주와인샵 동네,쇼핑,내추럴 와인부터 빈티지 고급 와인까지 다양한 와인을 취급하는 곳,제주특별자치도 제주시 연동 1400-3,제주특별자치도 제주시 과원북4길 73,33.4812229,126.4893095,064-712-5048,https://api.cdn.visitjeju.net/photomng/imgpath/202306/15/b2e0d083-4c73-49e3-9c57-08319dee4d70.jpg,"무알콜와인, 와인샵, 연동, 제주시내",CNTS_200000000014982
레몬이네 민박,숙박,후포해변과 나바론하늘길 인접한 민박,제주특별자치도 제주시 추자면 대서리 211-3,제주특별자치도 제주시 추자면 대서6길 46,33.9642903,126.2929862,010-4513-7081,https://api.cdn.visitjeju.net/photomng/imgpath/201908/21/eb144bcb-3a69-4c35-ae70-40676ea70ed1.JPG,"나바론하늘길,후포해변,추자도,화장실,흡연구역,카드결제,현금결제,아주 어려움,없음,동반불가능,유료제공,흡연구역제공,식음료장,세탁서비스,바베큐장,없음,운행, 나바론하늘길,후포해변,추자도,숙소,민박,농어촌민박,교통,해변,바비큐",CNTS_200000000009132
사랑이꽃피는민박,숙박,김녕마을 안쪽에 위치한 세계지질공원 지질 테마 숙소 '지오하우스',제주특별자치도 제주시 구좌읍 김녕리 1217-1,제주특별자치도 제주시 구좌읍 김녕로19길 12,33.5582139,126.7373381,010-3912-4504,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d484a9a6-c690-4243-b4d0-759295ff4f68.gif,"휴식 ,공용주차장,현금결제,화장실,흡연구역,지오브랜드, 휴식,숙소,민박,농어촌민박,안전인증민박,게스트하우스,펜션,체험,주방기구,지질트레일",CNTS_000000000019341
동촌하우스,숙박,올레1코스 중간지점이자 21코스 끝지점에 위치한 펜션,제주특별자치도 제주시 구좌읍 종달리 814-59,제주특별자치도 제주시 구좌읍 종달논길 61-4,33.49135,126.89994,010-5540-6286,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1fdf8475-5b58-4815-a8bf-2b2bd281977d.jpg,"펜션,숙소,게스트하우스,주차장,공공와이파이존,조식,카페,화장실,무료 WIFI, 펜션,숙소,게스트하우스,주차장,공공와이파이존,조식,카페",CNTS_000000000022480
무이비엔,숙박,‘매우 좋은’이라는 뜻에 걸맞은 무이비엔,제주특별자치도 제주시 구좌읍 한동리 948-1,제주특별자치도 제주시 구좌읍 한동로4길 3,33.535076,126.82341,070-7570-3341,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/970522df-7d32-4231-952e-2005e39882c2.jpg,"휴식,숙소,펜션,휴양펜션,민박,고향민박,가족,정원,바비큐,공용주차장,화장실, 휴식,숙소,펜션,휴양펜션,민박,고향민박,가족,정원,바비큐",CNTS_000000000021140
제주마실게스트하우스,숙박,제주터미널 인근의 게스트하우스,제주특별자치도 제주시 오라일동 2444-34,제주특별자치도 제주시 서광로2길 11-16,33.4988783,126.5136184,064-753-0077,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/6cc9e5e8-39e1-4194-8771-cd6627680412.jpg,"휴식,게스트하우스,숙소,민박,주차장,공공와이파이존,가족,물품보관서비스,착한가격업소,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설, 휴식,게스트하우스,숙소,민박,주차장,공공와이파이존,가족,물품보관서비스,착한가격업소",CONT_000000000501041
월라봉(효돈),관광지,서귀포시 신효동에  위치한 오름,제주특별자치도 서귀포시 신효동 산 1,제주특별자치도 서귀포시 월라봉로 76-40,33.2705143,126.6046518,064-760-6400,https://api.cdn.visitjeju.net/photomng/imgpath/201811/14/d8dbcdbe-9c21-4645-bd06-a8d5555c65e1.jpg,"오름,등산,휴식,자연경관,언택트",CNTS_200000000007858
블루오션,숙박,가파도 포구 인근에 위치한 펜션. 바베큐장 시설이 별도로 있음.,제주특별자치도 서귀포시 대정읍 가파리 568,제주특별자치도 서귀포시 대정읍 가파로 53,33.16542,126.272255,064-794-4500,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0df5e249-66c7-41a6-966a-43b8e01f6ed9.jpg,"숙소,펜션,휴양펜션,가파도,자연경관,힐링쉼터,식당,농어촌민박, 화장실,무료 WIFI",CNTS_000000000021324
물메랑,숙박,수산저수지와 한라산과 바다의 아름다운 경치가 한 눈에 들어오는 펜션,제주특별자치도 제주시 애월읍 수산리 797-1,제주특별자치도 제주시 애월읍 수산북길 3,33.4721057,126.3913346,0507-1414-9400,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a82741ae-4e89-4878-a212-555f3753553d.jpg,"펜션,휴양펜션,단체여행객,바비큐,공공와이파이존,온돌방,가족,해수욕장,해변,해안도로,엘리베이터,주방기구,무장애관광, 펜션,휴양펜션,단체여행객,바비큐,공공와이파이존,온돌방,가족,해수욕장,해변,해안도로,엘리베이터,주방기구,무장애관광,공용주차장,현금결제,카드결제,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단차없음,승강기,어려움",CONT_000000000500876
타오하우스,관광지,맛과 향을 만끽하는 핸드드립 커피체험,제주특별자치도 제주시 도두일동 1700-8,제주특별자치도 제주시 도두봉6길 9-1,33.5082788,126.4723912,0507-1404-0328,https://api.cdn.visitjeju.net/photomng/imgpath/202306/20/5500f4f9-99e7-4a0b-9c73-73f4eb4a91aa.jpg,"커피, 이색체험, 제주시내, 도두, 이색체험,실내,하,3시간 이상, 핸드드립",CNTS_200000000015147
제주의와인,쇼핑,800종이 넘는 다양한 와인을 취급하는 와인샵,제주특별자치도 제주시 아라일동 6127,제주특별자치도 제주시 인다10길 30,33.4742871,126.5489455,0507-1476-6681,https://api.cdn.visitjeju.net/photomng/imgpath/202306/15/1ceec337-b18e-4649-90a2-abd8ddbc543a.jpg,"아라동, 와인샵, 제주시내",CNTS_200000000014992
꿈바당 어린이도서관,관광지,"꿈바당 어린이 도서관은 원래 대통령이 제주도를 방문할 때 묵어가던 지방 공간이었다. 1984년 건립된 이후 전두환과 노태우, 김영삼 전 대통령이 총 11회에 걸쳐 이용했으며 1996년 경호시설에서 해제되면서 한때 제주도지사 관사로 사용되기도 했다. 2014년 도민 품으로 돌아온 건물은 여러 논의 끝에 2017년 꿈바당 어린이 도서관으로 새롭게 탈바꿈했다. ",제주특별자치도 제주시 연동 463,제주특별자치도 제주시 연오로 140,33.480735,126.5002152,064-745-7101,https://api.cdn.visitjeju.net/photomng/imgpath/202002/20/a7b89ea8-1d50-44eb-8322-6130fccf62e0.JPG,"아이,문화관광,어린이,어트랙션",CNTS_200000000009864
라오체리조트,숙박,"소각족이 이용하기 좋은 디럭스 객실, 친구들이나 가족이 이용하기좋은 스위트 객실, 두 가족 이상이 함께 사용할 수 있는 복층구조의 단독형 그랜드스위트로 구성되어 있는 라오체 리조트입니다.",제주특별자치도 서귀포시 강정동 852-1,제주특별자치도 서귀포시 이어도로 763 (강정동),33.236057,126.49679,064-738-7575,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/55cb4b23-dd6a-41d8-accb-7689dd5d228f.gif,"휴식,숙소,리조트,서귀포,휴양콘도,공공와이파이존,수영장,주차장,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,장애인 화장실,장애인 전용 주차장, 휴식,숙소,리조트,서귀포,휴양콘도,공공와이파이존,수영장,주차장,무장애관광",CNTS_000000000019325
풋감마을 소길리 농어촌체험마을,관광지,옛 '올레'길이 그대로 살아 숨쉬는 마을,애월읍 소길리 650-1,제주시 애월읍 소길1길 15,33.440056,126.380005,064-799-8778,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1929fd36-fbac-414d-aa01-b9d1110b5bbd.png,"체험관광,친구,커플,흐림,사계절,체험,도보여행,도보,마을산책,마을관광,어트랙션",CNTS_000000000022007
화북종합시장,쇼핑,정감 넘치는 동네시장,제주특별자치도 제주시 화북일동 1947-24,제주특별자치도 제주시 진동로5길 31,33.5218084,126.5664464,064-752-3001,https://api.cdn.visitjeju.net/photomng/imgpath/202110/27/5c4013fe-1df8-4752-af57-98ece4e707fe.jpg,"전통시장,쇼핑,상점/상가,관광기념품, #전통시장 #화북종합시장",CNTS_200000000012177
쥬빌리펜션,숙박,올레 8코스와 9코스 지역에 위치한 따뜻한 펜션,제주특별자치도 서귀포시 안덕면 창천리 686-6,제주특별자치도 서귀포시 안덕면 소기왓로 84-4,33.2423579,126.3693253,064-739-0303,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/d771a202-22f0-423f-a0af-644ae6402bf9.jpg,"휴식,휴양펜션,정원,주차장,주방기구,공공와이파이존,스파,바비큐,독채,가족,펜션, 휴식,휴양펜션,정원,주차장,주방기구,공공와이파이존,스파,바비큐,독채,가족,펜션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000501079
애월해안누리펜션(구 하얀둥지펜션),숙박,황토로 빗은 애월해안도로에 위치한 펜션,제주특별자치도 제주시 애월읍 고내리 459,제주특별자치도 제주시 애월읍 애월해안로 298,33.4704594,126.3416719,064-799-1600,https://api.cdn.visitjeju.net/photomng/imgpath/201907/04/8c2a6d43-69a3-4558-85c1-f8478699efae.JPG,"휴식,숙소,휴양펜션,펜션,온돌방,단체여행객,자연경관,올레길,공공와이파이존,주방기구,바비큐,부대시설,카페,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움, 휴식,숙소,휴양펜션,펜션,온돌방,단체여행객,자연경관,올레길,공공와이파이존,주방기구,바비큐,부대시설,카페",CNTS_000000000019690
숨비아일랜드,숙박,신천리 바다가 바로 보이는 바닷가 까페&민박 숨비아일랜드,제주특별자치도 서귀포시 성산읍 신천리 353-16,제주특별자치도 서귀포시 성산읍 신천서로 91,33.3391601,126.8555247,070-8851-1273,https://api.cdn.visitjeju.net/photomng/imgpath/201907/04/98a261bf-f12d-4e05-b4a1-c7621eda6c19.png,"펜션,숙소,카페,휴양펜션,민박,자연경관,해변, 펜션,숙소,카페,휴양펜션,민박,자연경관,해변,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000500943
인추자커피앤민박,숙박,"뛰어난 뷰, 항구 바로앞 위치, 큰 거실 창문으로 보이는 야간풍경",제주특별자치도 제주시 추자면 대서리 8-8,제주특별자치도 제주시 추자면 추자로 20-1,33.9642903,126.2929862,064-745-3407,https://api.cdn.visitjeju.net/photomng/imgpath/201908/20/ce8b6675-3c84-4881-9353-9a037f07fedb.JPG,"추자카페,추자민박,추자도,화장실,무료 WIFI,편의점,카드결제,현금결제,없음,동반불가능,없음,전체금연,없음,운행안함, 추자카페,추자민박,추자도,숙소,민박,농어촌민박,카페,올레길",CNTS_200000000009100
카키키리,쇼핑,규모는 작지만 알차게 기념품 쇼핑을 즐길 수 있는 월정리 소품샵,제주특별자치도 제주시 구좌읍 월정리 409-1,제주특별자치도 제주시 구좌읍 월정1길 61,33.5566083,126.7934066,0507-1329-5987,https://api.cdn.visitjeju.net/photomng/imgpath/202306/15/52f5b545-9766-493d-bc39-f3f4c5d24186.jpg,"핸드메이드소품, 잡화, 구좌읍, 월정리, 소품샵",CNTS_200000000015049
아트앤제주,쇼핑,제주 특산물 쇼핑과 공예 체험을 한번에,제주특별자치도 제주시 노형동 2684,제주특별자치도 제주시 월광로 135,33.491364,126.47258,064-784-5260,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/adc77ff4-bd75-476a-bbb5-6721cc0aec20.jpg,"특산품,쇼핑,관광기념품,상점/상가, 특산품,공용주차장,현금결제,카드결제,화장실,무료 WIFI",CNTS_000000000021302
제주해조대펜션,숙박,시원하게 뻥 뚫린 바다 전망대에서 협재 해수욕장을 감상할 수 있는 곳,제주특별자치도 제주시 한림읍 협재리 2446-3,제주특별자치도 제주시 한림읍 한림로 339,33.3807358,126.2482491,064-796-8010,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/587d25f4-5a18-48e5-a22d-7d8e7ba0e57d.jpg,"휴식 ,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움, 휴식,숙소,휴양펜션,펜션,주차장,공공와이파이존,바비큐,물품보관서비스,부대시설,자연경관,협재해수욕장",CNTS_000000000019377
부영CC관광호텔,숙박,쾌적하고 편안한 삶과 휴식을 얻을 수 있는 부영관광호텔,제주특별자치도 서귀포시 남원읍 수망리 628-8,제주특별자치도 서귀포시 남원읍 남조로 960,33.3508829,126.6980129,064-766-5511,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fd62aec6-1c70-4bb2-9a50-67df506931d1.gif,"호텔,숙소,관광호텔,골프,패키지관광,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설,장애인 화장실,장애인 전용 주차장,아주 어려움, 호텔,숙소,관광호텔,골프,패키지관광,무장애관광",CNTS_000000000018198
댕댕샤워,관광지,댕댕샤워는 애월읍 하귀리에 위치한 반려동물 미용실 및 유치원이다.,제주특별자치도 제주시 애월읍 하귀1리 161-10,제주특별자치도 제주시 애월읍 하귀9길 54-8,33.4845827,126.4155098,0507-1477-8596,https://api.cdn.visitjeju.net/photomng/imgpath/202212/15/59b6b56e-d4fd-474b-b45a-086e815433c1.jpg,"반려동물,반려동물동반입장,반려동물공간_기타,애견미용실, 반려동물,반려동물동반입장,반려동물공간_기타,애견미용실,공용주차장,화장실,무료 WIFI",CNTS_200000000014305
빌라배알로,숙박,조용한 마을의 집 한 채를 통째로 빌리다,제주특별자치도 서귀포시 성산읍 고성리 590-2,제주특별자치도 서귀포시 성산읍 환해장성로 941,33.434856,126.916374,010-2823-0506,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/683e15bc-5f7c-48a3-a74d-d0fe4253a8af.jpg,"펜션,숙소,휴양펜션,독채,돌집,공공와이파이존,주차장,주방기구,농어촌민박,공용주차장,현금결제,화장실,무료 WIFI,아주 어려움, 펜션,숙소,휴양펜션,독채,돌집,공공와이파이존,주차장,주방기구,농어촌민박",CNTS_000000000021114
로그맨하우스,숙박,제주경마장쪽에 위치해 있는 로그맨하우스 펜션입니다.,제주특별자치도 제주시 애월읍 소길리 975,제주특별자치도 제주시 애월읍 소길남길 179,33.4194584,126.383518,064-799-3177,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/c7ae1f75-1266-4735-b566-eb29ae46c283.gif,"펜션,숙소,휴양펜션,독채,바비큐,해수욕장,통나무집민박,공공와이파이존, 펜션,숙소,휴양펜션,독채,바비큐,해수욕장,통나무집민박,공공와이파이존,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움",CNTS_000000000019023
아이존액트 볼링장,관광지,GD의 감성이 담긴 엔터테이닝 볼링펍.,제주특별자치도 서귀포시 안덕면 서광리 산 35-16,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98,33.3038299,126.3147293,070-7786-1025,https://api.cdn.visitjeju.net/photomng/imgpath/201808/28/0f428c8a-5aaf-4365-a261-479022630536.JPG,"볼링,맥주,사계절,실내관광지,체험,어트랙션, 볼링,맥주,사계절,실내관광지,체험,어트랙션,무료 WIFI,공용주차장,실내",CNTS_200000000007410
히든스테이,숙박,성산일출봉 앞 마을 가운데에 위치한 쾌적하고 휴식이 있는 공간을 지향하는 게스트하우스,제주특별자치도 서귀포시 성산읍 성산리 183-1,제주특별자치도 서귀포시 성산읍 성산중앙로40번길 12,33.4630168,126.9344317,0507-1385-3800,https://api.cdn.visitjeju.net/photomng/imgpath/202208/31/bd6393b5-5f6e-4290-a2d3-0febc9a57525.jpg,"숙소,안전여행스탬프,게스트하우스",CNTS_200000000013788
엄블랑펜션,숙박,지질의 특성을 체험할 수 있도록 하는 지질테마 숙소인 지오하우스 엄블랑펜션,제주특별자치도 서귀포시 안덕면 사계리 3562,제주특별자치도 서귀포시 안덕면 형제해안로132번길 15-24,33.2209524,126.2923419, 010-2692-2922,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f38eb786-44a7-434a-8773-ca4dabf9797f.gif,"휴식,숙소,휴양펜션,펜션,바비큐,공공와이파이존,온돌방,해안도로,지질트레일, 휴식,숙소,휴양펜션,펜션,바비큐,공공와이파이존,온돌방,해안도로,지질트레일,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움,지오브랜드",CNTS_000000000020256
아뜨네통나무펜션,숙박,상쾌한 자연 속에서 느끼는 제주의 풍경 제주공항 근처 아뜨네통나무펜션,제주특별자치도 제주시 애월읍 하귀1리 831-3,제주특별자치도 제주시 애월읍 상하귀길 91,33.475733,126.4163508,010-2299-9514,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/81d64de4-8e72-44d8-af48-2aefc8aab61b.jpg,"펜션,휴양펜션,통나무집민박,바비큐,반려동물보호소,공공와이파이존,조식 포함,해수욕장,반려동물동반입장,반려동물,반려동물동반_숙소, 펜션,휴양펜션,통나무집민박,바비큐,반려동물보호소,공공와이파이존,조식 포함,해수욕장,반려동물동반입장,반려동물,반려동물동반_숙소,공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,아주 어려움",CONT_000000000500956
모물펜션,숙박,포근함 그리고 쉼,제주특별자치도 제주시 애월읍 곽지리 1545-1,제주특별자치도 제주시 애월읍 곽지9길 4,33.45235,126.30829,0507-1423-1111,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3ff0120b-ac93-4c51-b4ca-1c16a36c64e9.jpg,"휴식,숙소,휴양펜션,펜션,바비큐,공공와이파이존,조식 포함,단체여행객,해수욕장,공용주차장,화장실,무료 WIFI,아주 어려움, 휴식,숙소,휴양펜션,펜션,바비큐,공공와이파이존,조식 포함,단체여행객,해수욕장",CNTS_000000000021022
승희상회,쇼핑,"어릴 적 추억을 떠올리게 하는 작은 가게
",제주특별자치도 제주시 구좌읍 종달리 826-3,제주특별자치도 제주시 구좌읍 종달로5길 32-1,33.4924926,126.8970535,064-783-3237,https://api.cdn.visitjeju.net/photomng/imgpath/201812/20/0c0d2e39-fdff-4f79-95e7-8e01da7b8696.JPG,"불량식품,과자,쇼핑,관광기념품,상점/상가, 불량식품,과자,쇼핑",CNTS_200000000008039
폴에이리조트,숙박,"서귀포의 중심에 자리잡고 있으며, 앞으로는 바다에 떠 있는 범섬과 뒤로는 한라산을 조망할 수 있고 맑은 새소리를 들으며 추억을 남길 수 있는 쾌적한 휴양리조트",제주특별자치도서귀포시법환동978번지,제주특별자치도 서귀포시 월드컵로45번길 40,33.244358,126.511086,064-739-3001,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/67310063-d1ad-4dfb-8ef1-31a92fb096fa.jpg,"휴식/치유,숙소,리조트,공공와이파이존,수영장,정원,무장애관광, 휴식/치유,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,테이블 비치,어려움",CONT_000000000501105
꿀잠자리,숙박,모슬포항 내 위치한 게스트하우스,제주특별자치도 서귀포시 대정읍 하모리 2128-4,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 14,33.218124,126.25096,070-8881-1400,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/b8b2b646-caf5-490b-a9a9-917def5a3d3b.jpg,"펜션,숙소,게스트하우스,조식 포함,공공와이파이존,민박,휴양펜션,주차장,식당,공용주차장,현금결제,화장실,유도 및 안내시설,경보 및 피난시설,아주 어려움,착한가격 업소, 펜션,숙소,게스트하우스,조식 포함,공공와이파이존,민박,휴양펜션,주차장,식당,농어촌민박",CNTS_000000000000571
미쓰홍당무하우스,숙박,전통적 옛 돌집을 리모델링하여 시골 마을과 조화를 이룬 곳,제주특별자치도 제주시 구좌읍 평대리 1753-1,제주특별자치도 제주시 구좌읍 평대4길 20-1,33.5292446,126.8368205,070-7715-7035,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/63780a8c-d5ab-489a-8ed3-5667fca0e565.jpg,"휴식,숙소,게스트하우스,민박,농어촌민박,조식,돌담풍경마을,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,유도 및 안내시설,경보 및 피난시설,아주 어려움, 휴식,숙소,게스트하우스,민박,농어촌민박,조식,돌담풍경마을",CNTS_000000000019933
콤마하우스,숙박,표선 상업지역에 위치해 이용이 편리한 게스트하우스,제주특별자치도 서귀포시 표선면 표선리 589-1,제주특별자치도 서귀포시 표선면 표선중앙로 73-9,33.3225332,126.8228665,010-5589-0323,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/70d7607f-5aa0-42d0-8d18-553068647561.jpg,"휴식,게스트하우스,숙소,주차장,공공와이파이존,조식,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움, 휴식,게스트하우스,숙소,주차장,공공와이파이존,조식",CONT_000000000501086
소노벨제주,숙박,소노벨 제주는 제주공항에서 불과 30분 거리에 위치한 청정한 해수욕장을 갖춘 함덕에 속해있다. ,제주특별자치도 제주시 조천읍 함덕리 274,제주특별자치도 제주시 조천읍 신북로 577,33.5412863,126.6714847,1588-4888,https://api.cdn.visitjeju.net/photomng/imgpath/202212/22/3c73e215-4712-48c7-9cd2-cecd03a23755.jpg,"반려동물,반려동물동반,반려동물전용,예스펫존,반려동물동반입장,혼저옵서개,강아지,반려동물여행,숙박,호텔,함덕바다,반려동물동반숙소,공용주차장,화장실,무료 WIFI,엘리베이터,유도 및 안내시설,경보 및 피난시설,동반가능, 반려동물,반려동물동반입장,반려동물동반_숙소,숙소",CNTS_200000000014331
바다스런,쇼핑,바다에서 입기 좋은 원피스들과 액세서리가 있는 소품샵,제주특별자치도 제주시 구좌읍 김녕리 2216,제주특별자치도 제주시 구좌읍 김녕로 93,33.554346,126.7479959,0507-1345-2740,https://api.cdn.visitjeju.net/photomng/imgpath/202306/13/2f51dfb0-a3f9-40d7-8c89-8aa0f847ff8a.jpg,"구좌읍, 원피스, 소품샵, 김녕, 액세서리",CNTS_200000000015053
금성포구,관광지,오래된 역사를 가진 금성포구,제주특별자치도 제주시 애월읍 금성리 573-1,제주특별자치도 제주시 애월읍 금성리 573-1,33.44681,126.29828,--,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/cabfb895-21bf-46a4-9b9f-d6e0dac22198.jpg,"포구,해변,문화유적지,자연경관,역사유적, 포구,해변,문화유적지",CNTS_000000000021517
또오크라,숙박,'다시 오겠다'는 뜻의 제주어로 이름 지어진 한라산이 보이는 펜션,제주특별자치도 제주시 애월읍 수산리 822-3,제주특별자치도 제주시 애월읍 수산북길 31,33.4699637,126.3907147,010-2880-7624,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5a44342f-49bd-4616-88e3-5966b30cabd1.jpg,"펜션,주차장,공공와이파이존,가족,바비큐,온돌방,숙소, 펜션,주차장,공공와이파이존,가족,바비큐,온돌방,숙소,공용주차장,현금결제,카드결제,화장실,흡연구역,음료대,유도 및 안내시설,아주 어려움",CONT_000000000500844
올리수펜션,숙박,중문관광단지 인근에 위치한 깔끔한 펜션,제주특별자치도 서귀포시 중문동 2168-6,제주특별자치도 서귀포시 중문로5번길 16,33.2514303,126.4348243,064-738-0340,https://api.cdn.visitjeju.net/photomng/imgpath/201907/04/268a0cee-224e-4e6c-ba26-cd2fdbc923b4.png,"펜션,휴양펜션,공공와이파이존,주방기구,자연경관,중문관광단지,힐링쉼터,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설,아주 어려움, 펜션,휴양펜션,공공와이파이존,주방기구,자연경관,중문관광단지,힐링쉼터",CONT_000000000500993
제주를여행하는히치하이커를위한안내소,숙박,제주 여행정보 집합소,제주특별자치도 제주시 용담3동 519-11,제주특별자치도 제주시 용마로4길 5,33.515755,126.50593,010-3353-4522,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/88910124-25bc-4c8e-a8f4-f67de2d93f89.jpg,", 숙소,게스트하우스,해안도로,산책로,음식",CNTS_000000000021500
기독교순례길 3코스(사명의길),관광지,"당산봉의 석양, 용수 포구의 아름다움과 함께 사명감으로 완주해내는 장거리 코스",제주특별자치도 제주시 한경면 조수리 331-1,제주특별자치도 제주시 한경면 조수3길 7,33.336758,126.23075,--,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/058df427-ff37-4069-9a72-525eddbdd748.jpg,"걷기,봄,가을, 걷기,봄,가을,문화관광,도보여행,도보,어트랙션",CNTS_000000000021625
덕천곤충영농조합,관광지,제주에 살고 있는 다양한 곤충과 파충류를 만나볼 수 있는 곳,제주특별자치도 제주시 구좌읍 덕천리 1252,제주특별자치도 제주시 구좌읍 중산간동로 1875,33.4828732,126.7482507,0507-1310-6298,https://api.cdn.visitjeju.net/photomng/imgpath/202306/16/ae69baa2-1366-4b51-9f5a-e8ca3e0120f3.jpg,"덕천리, 아이,실내,하,1~2시간, 구좌읍, 아이, 체험, 파충류, 곤충, 이색체험",CNTS_200000000015166
다이아몬드 호텔 제주,숙박,제주시 연동에 위치해 공항과 가까운 숙소,제주특별자치도 제주시 연동 282-12,제주특별자치도 제주시 신대로12길 42,33.4889189,126.4922938,064-742-7744,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/223cc1f3-58b6-4aa8-b2f6-ea1c1fc6de56.jpg,"호텔,숙소,모텔,주차장,공공와이파이존,교통,물품보관서비스,무장애여행,엘리베이터,체험,무장애관광, 호텔,숙소,모텔,주차장,공공와이파이존,교통,물품보관서비스,무장애여행,엘리베이터,체험,무장애관광,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,승강기,장애인 전용 주차장,아주 어려움,2성급",CONT_000000000500824
