title,BodyRightText
펜션해다미,장애인 활동 보조 필요성-아주 어려움
블랙롯지,소개-한적한 마을 안 감각적인 게스트 하우스
블랙롯지,상세 정보-체크아웃 11:00~
블랙롯지,이용 시간-Checkin : ~ Checkout :
파밀리아호텔,"소개-가족과 함께 머물고 싶은 곳, 파밀리아"
파밀리아호텔,상세 정보-연중무휴
파밀리아호텔,이용 시간-Checkin : ~ Checkout :
파밀리아호텔,"편의시설-공용주차장,화장실,엘리베이터"
파밀리아호텔,장애인 시설정보-장애인 시설정보 >
파밀리아호텔,장애인 활동 보조 필요성-어려움
뉴그린펜션,소개-객실에서 바로 바다 수평선에서 떠오르는 일출을 감상할 수 있는 펜션
뉴그린펜션,이용 시간-Checkin : ~ Checkout :
뉴그린펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,경보 및 피난시설"
뉴그린펜션,장애인 활동 보조 필요성-아주 어려움
태흥리조트,소개-바다가 한눈에 보이는 리조트
태흥리조트,상세 정보-연중무휴
태흥리조트,이용 시간-Checkin : ~ Checkout :
태흥리조트,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설"
태흥리조트,장애인 활동 보조 필요성-아주 어려움
오월에제주,소개-나만 알고 싶은 핸드메이드 소품숍
오월에제주,상세 정보-매주 수요일 정기휴무
오월에제주,"이용 시간-평일 : 11:00 ~ 19:00 , 주말 : 11:00 ~ 19:00"
해안풍경펜션,소개-공항과 이호테우해변 중간지점에 위치한 펜션
해안풍경펜션,이용 시간-Checkin : ~ Checkout :
해안풍경펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
해안풍경펜션,장애인 활동 보조 필요성-아주 어려움
제주스테이비우다,"소개-제주 남부 중문지역에 위치하며, 비우다, 채우다, 나누다, 품은 으로 나누어진 복합문화공간"
제주스테이비우다,이용 시간-Checkin : ~ Checkout :
제주스테이비우다,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
제주스테이비우다,장애인 활동 보조 필요성-아주 어려움
사계절민박,소개-하추자항 인접 민박
사계절민박,숙박 업종-펜션/민박
사계절민박,등급-없음
사계절민박,룸개수-3
사계절민박,애완동물동반허용여부-동반불가능
사계절민박,조식제공 여부-유료제공
사계절민박,금연여부-전체금연
사계절민박,이용 시간-Checkin : ~ Checkout :
사계절민박,Late체크인여부-가능
사계절민박,장애인전용객실여부-없음
사계절민박,셔틀버스 운행 여부-운행
사계절민박,장애인 활동 보조 필요성-어려움
미소가펜션,소개-전통적인 돌담 펜션
미소가펜션,상세 정보-입실: 16:00 ~퇴실: ~11:00
미소가펜션,이용 시간-Checkin : 16:00 ~ Checkout : 11:00
미소가펜션,"편의시설-공용주차장,화장실"
미소가펜션,장애인 활동 보조 필요성-아주 어려움
동굴민박,소개-우도 검멀레해변 근처의 동굴민박
동굴민박,상세 정보-연중무휴
동굴민박,이용 시간-Checkin : ~ Checkout :
동굴민박,"편의시설-공용주차장,화장실"
동굴민박,장애인 활동 보조 필요성-아주 어려움
에이지하우스,소개-세화리에 위치한 친환경 목조 건축물 펜션
에이지하우스,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
에이지하우스,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설"
에이지하우스,장애인 활동 보조 필요성-아주 어려움
숲을걷다,소개-곽지바다 앞 감성충전 소품숍
숲을걷다,"이용 시간-평일 : 13:00 ~ 18:00 , 주말 : 13:00 ~ 18:00"
약천골민박,소개-탁 트인 바다와 멋진 한라산이 함께하는 숙소
약천골민박,이용 시간-Checkin : ~ Checkout :
약천골민박,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설"
약천골민박,장애인 활동 보조 필요성-아주 어려움
아트모텔,소개-제주국제공항에서 10분거리. 신제주의 중심지에 위치한 모텔
아트모텔,이용 시간-Checkin : ~ Checkout :
아트모텔,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설,엘리베이터"
아트모텔,장애인 시설정보-장애인 시설정보 >
아트모텔,장애인 활동 보조 필요성-아주 어려움
산방산호텔,"소개-산방산과 송악산을 아우르는 사계해안과 가파도, 마라도 선착장이 있는 모슬포에 인접한 호텔"
산방산호텔,이용 시간-Checkin : ~ Checkout :
아스타호텔,소개-제주공항 및 여객선터미널로부터 10분 이내 거리인 제주시내 중심가에 위치하고있어 매우 편리한 호텔
아스타호텔,이용 시간-Checkin : 14:00 ~ Checkout : 11:00
아스타호텔,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터"
아스타호텔,장애인 시설정보-장애인 시설정보 >
아스타호텔,장애인 활동 보조 필요성-어려움
아모렉스리조트,"소개-가족형 호텔, 아모렉스 리조트"
아모렉스리조트,이용 시간-Checkin : ~ Checkout :
아모렉스리조트,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
아모렉스리조트,장애인 활동 보조 필요성-아주 어려움
라이온힐펜션,소개-산방산과 송악해변이 아름답게 펼쳐지는 곳
라이온힐펜션,상세 정보-연중무휴
라이온힐펜션,숙박 업종-펜션/민박
라이온힐펜션,등급-없음
라이온힐펜션,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
라이온힐펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,흡연구역,음료대,유도 및 안내시설"
라이온힐펜션,장애인 활동 보조 필요성-아주 어려움
다미네민박,소개-2층 마당에서 추자항이 훤히 보이는 곳
다미네민박,숙박 업종-펜션/민박
다미네민박,등급-없음
다미네민박,룸개수-3
다미네민박,애완동물동반허용여부-동반불가능
다미네민박,조식제공 여부-없음
다미네민박,금연여부-흡연구역제공
다미네민박,부대시설-바베큐장
다미네민박,이용 시간-Checkin : ~ Checkout :
다미네민박,Late체크인여부-가능
다미네민박,장애인전용객실여부-없음
다미네민박,셔틀버스 운행 여부-운행
다미네민박,"편의시설-화장실,흡연구역,편의점"
다미네민박,장애인 활동 보조 필요성-아주 어려움
추자도민박,"소개-도시어부,생방송투데이 촬영 민박!"
추자도민박,숙박 업종-펜션/민박
추자도민박,등급-없음
추자도민박,룸개수-6
추자도민박,애완동물동반허용여부-동반불가능
추자도민박,조식제공 여부-유료제공
추자도민박,금연여부-흡연구역제공
추자도민박,"부대시설-식음료장,바베큐장"
추자도민박,이용 시간-Checkin : ~ Checkout :
추자도민박,Late체크인여부-가능
추자도민박,장애인전용객실여부-없음
추자도민박,셔틀버스 운행 여부-운행
추자도민박,"편의시설-화장실,흡연구역"
해담은스파빌,소개-용머리 웅회환 북태평양 바다전망이 펼쳐진 숙소
해담은스파빌,이용 시간-Checkin : ~ Checkout :
해담은스파빌,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
해담은스파빌,장애인 활동 보조 필요성-아주 어려움
라메종베니in제주,소개-축복받은 집이라는 의미를 담고 있는 신양해수욕장과 섭지코지 앞 게스트하우스
라메종베니in제주,상세 정보-연중무휴
라메종베니in제주,이용 시간-Checkin : ~ Checkout :
라메종베니in제주,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설"
라메종베니in제주,장애인 활동 보조 필요성-아주 어려움
엠버하우스,소개-엠버그룹에서 운영하는 최고급 펜션
엠버하우스,이용 시간-Checkin : ~ Checkout :
엠버하우스,"편의시설-공용주차장,카드결제,화장실,무료 WIFI"
플로라펜션,소개-제주공항에서 10분거리에 위치한 플로라펜션은 고급 건축물에만 사용하는 자재를 사용한 펜션입니다.
플로라펜션,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
플로라펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설"
플로라펜션,장애인 활동 보조 필요성-아주 어려움
포시즌펜션,소개-전객실 바다전망과 서귀포 시내에서 5분거리에 위치한 펜션
포시즌펜션,이용 시간-Checkin : ~ Checkout :
포시즌펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
포시즌펜션,장애인 활동 보조 필요성-아주 어려움
몬딱쉼터,소개-친환경 유기농 체험농장과 함께하는 콘도형 펜션
몬딱쉼터,이용 시간-Checkin : ~ Checkout :
몬딱쉼터,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
몬딱쉼터,장애인 시설정보-장애인 시설정보 >
몬딱쉼터,장애인 활동 보조 필요성-어려움
해뜨는집,소개-강중훈 시인이 운영하는 펜션
해뜨는집,이용 시간-Checkin : ~ Checkout :
해뜨는집,"편의시설-현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설"
해뜨는집,장애인 활동 보조 필요성-아주 어려움
오로라호텔,"소개-에메랄드 빛 바다와 황금해변, 명품가족호텔"
오로라호텔,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
오로라호텔,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터"
오로라호텔,장애인 시설정보-장애인 시설정보 >
오로라호텔,장애인 활동 보조 필요성-어려움
제주와요펜션,소개-함덕해수욕장 및 올레길 근처에 있는 즐거움이 가득한 숙소
제주와요펜션,이용 시간-Checkin : ~ Checkout :
제주와요펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역"
쇼룸오구팔,소개-작은 종달리 마을의 보석 같은 소품샵
쇼룸오구팔,상세 정보-매주 일요일 정기휴무
쇼룸오구팔,"이용 시간-평일 : 11:00 ~ 17:00 , 주말 : 11:00 ~ 17:00"
힐링캠프펜션,"소개-모든 객실에서 서귀포 푸른 바다와 한라산이 한 눈에 보이는 곳으로 전 객실에서 지귀도와 섶섬, 문섬이 보이는 최상의 뷰를 자랑한다."
힐링캠프펜션,"상세 정보-체크인 2시~, 체크아웃 ~11시"
힐링캠프펜션,이용 시간-Checkin : ~ Checkout :
하니크라운호텔,"소개-하니크라운호텔은 쾌적하고 안락하게 잘 꾸며진 객실과 훌륭한 편의시설, 넓은 주차장을 완비하고 있다."
하니크라운호텔,이용 시간-Checkin : ~ Checkout :
하니크라운호텔,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설"
하니크라운호텔,장애인 활동 보조 필요성-아주 어려움
이쁜새펜션,소개-차로 1분 거리에 협재 해수욕장이 있는 전객실 바다전망의 펜션
이쁜새펜션,상세 정보-연중무휴
이쁜새펜션,이용 시간-Checkin : ~ Checkout :
이쁜새펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설"
이쁜새펜션,장애인 활동 보조 필요성-아주 어려움
당근가게,소개-제주도의 상설프리마켓. 제주도의 작가분들이 직접 만드신 제주도만의 소품들을 만날 수 있는곳.
당근가게,"편의시설-현금결제,카드결제"
인연의숲,소개-종달리에 위치한 기록형 잡화점
인연의숲,상세 정보-인스타그램을 통해 휴무공지
인연의숲,"이용 시간-평일 : 11:00 ~ 18:00 , 주말 : 11:00 ~ 18:00"
메리아일랜드,소개-제주향기를 머금은 아담한 소품 가게
메리아일랜드,"이용 시간-평일 : 10:30 ~ 19:00 , 주말 : 10:30 ~ 19:00"
엘린호텔,"소개-제주공항 5분 거리, 시내 중심가에 위치하고 있어 관광지, 관공서, 쇼핑, 문화 등 주변 시설을 이용하기에 편리한 곳"
엘린호텔,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
엘린호텔,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터"
엘린호텔,장애인 시설정보-장애인 시설정보 >
엘린호텔,장애인 활동 보조 필요성-쉬움
엘린호텔,기타 상세-우수관광사업체
하늘만큼 땅만큼 펜션,"소개-넓고 쾌적한 객실 전체가 오션뷰로, 다양한 시설과 1200평 규모의 넓은 공간에 포토존이 구비되어 있는 숙소"
하늘만큼 땅만큼 펜션,이용 시간-Checkin : ~ Checkout :
대물민박,소개-신앙항뷰가 펼쳐진 곳
대물민박,숙박 업종-펜션/민박
대물민박,등급-없음
대물민박,룸개수-7
대물민박,애완동물동반허용여부-동반가능
대물민박,조식제공 여부-유료제공
대물민박,금연여부-흡연구역제공
대물민박,"부대시설-식음료장,세탁서비스"
대물민박,이용 시간-Checkin : ~ Checkout :
대물민박,Late체크인여부-가능
대물민박,장애인전용객실여부-없음
대물민박,셔틀버스 운행 여부-운행
대물민박,"편의시설-공용주차장,화장실,무료 WIFI,편의점,흡연구역"
대물민박,장애인 활동 보조 필요성-아주 어려움
내가좋아해,소개-조용하고 한적한 마을 신촌리에 숨겨져 있는 소품샵
내가좋아해,상세 정보-비정기휴무 매장 SNS 확인
내가좋아해,"이용 시간-평일 : 13:00 ~ 19:00 , 주말 : 13:00 ~ 19:00"
일출언덕신산게스트하우스,"소개-제주도 시골 마을에 위치해 있으며 일출을 볼 수 있는, 편안하고 안락한 가족적인 분위기의 게스트하우스"
일출언덕신산게스트하우스,이용 시간-Checkin : ~ Checkout :
일출언덕신산게스트하우스,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설"
일출언덕신산게스트하우스,장애인 활동 보조 필요성-아주 어려움
사랑터울펜션,소개-레포츠공원근처 / 용두암해안도로변에 위치해 있음
사랑터울펜션,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
사랑터울펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
사랑터울펜션,장애인 활동 보조 필요성-아주 어려움
메종드판포,소개-제주 서쪽의 고즈넉한 조용한 판포리 마을의 프라이빗 독채펜션
메종드판포,이용 시간-Checkin : ~ Checkout :
폴라리스펜션,소개-가족 단위로 머물기 좋은 펜션
폴라리스펜션,상세 정보-연중무휴
폴라리스펜션,이용 시간-Checkin : ~ Checkout :
폴라리스펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설"
폴라리스펜션,장애인 활동 보조 필요성-아주 어려움
핫플게스트하우스,소개-즐거운 설레임이 있는 곳
핫플게스트하우스,이용 시간-Checkin : ~ Checkout :
브라운캐빈,소개-애월의 작은 숲속 펜션
브라운캐빈,상세 정보-입실 : 15:00~ 22:00 퇴실 : ~AM 11:00
브라운캐빈,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
브라운캐빈,편의시설-화장실
노을과포도향기,소개-객실 하나 하나가 별채로 독립되어 있는 애월에 위치한 펜션
노을과포도향기,이용 시간-Checkin : ~ Checkout :
노을과포도향기,"편의시설-공용주차장,현금결제,카드결제,무료 WIFI,음료대,경보 및 피난시설"
노을과포도향기,장애인 활동 보조 필요성-아주 어려움
K관광호텔,소개-제주시내 상권에 위치하고 있는 모던한 이미지의 관광호텔
K관광호텔,이용 시간-Checkin : ~ Checkout :
K관광호텔,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설"
K관광호텔,장애인 시설정보-장애인 시설정보 >
K관광호텔,장애인 활동 보조 필요성-쉬움
펄호텔제주,소개-제주시에 위치한 관광호텔
펄호텔제주,"상세 정보-늦게 체크아웃 10,000\/시"
펄호텔제주,숙박 업종-호텔
펄호텔제주,룸개수-88
펄호텔제주,조식제공 여부-유료제공
펄호텔제주,금연여부-전체금연
펄호텔제주,이용 시간-Checkin : 14:00 ~ Checkout : 11:00
펄호텔제주,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
펄호텔제주,장애인 활동 보조 필요성-아주 어려움
제주쉼표,"소개-바쁜 세상 걸음을 멈추고 따뜻한 햇살, 포근한 휴식을 느낄 수 있는 곳"
제주쉼표,이용 시간-Checkin : ~ Checkout :
제주쉼표,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설"
제주쉼표,장애인 활동 보조 필요성-아주 어려움
절물길펜션,소개-텃밭과 마당이 있는 전원주택형 펜션
절물길펜션,상세 정보-연중무휴
절물길펜션,이용 시간-Checkin : ~ Checkout :
절물길펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대"
절물길펜션,장애인 활동 보조 필요성-아주 어려움
사슴책방,"소개-일러스트 작가가 직접 운영하는 일러스트레이션, 그림 전문 서점"
사슴책방,"상세 정보-12:00~18:00 화요일, 수요일 휴무"
오렌지트리 호텔,소개-구제주의 중심에 위치한 호텔과 카페를 겸한 편안하고 유니크한 곳
오렌지트리 호텔,이용 시간-Checkin : ~ Checkout :
오렌지트리 호텔,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설,엘리베이터"
오렌지트리 호텔,장애인 시설정보-장애인 시설정보 >
오렌지트리 호텔,장애인 활동 보조 필요성-어려움
곶밭마켓&스튜디오,소개-제주 및 전국의 다양한 전통주 판매 및 체험 클래스가 가능한 곳
곶밭마켓&스튜디오,상세 정보-매주 화/수 정기휴무
곶밭마켓&스튜디오,"이용 시간-평일 : 11:00 ~ 18:00 , 주말 : 11:00 ~ 18:00"
곶밭마켓&스튜디오,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대"
곶밭마켓&스튜디오,장애인 시설정보-장애인 시설정보 >
곶밭마켓&스튜디오,장애인 활동 보조 필요성-쉬움
몬떼뷰 스테이,소개-산방산과 아름다운 사계 바다 조망이 좋은 곳
몬떼뷰 스테이,이용 시간-Checkin : 16:00 ~ Checkout : 11:00
몬떼뷰 스테이,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설"
몬떼뷰 스테이,장애인 활동 보조 필요성-아주 어려움
이어도펜션,소개-공항에서 10분거리에 위치한 펜션
이어도펜션,이용 시간-Checkin : ~ Checkout :
이어도펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,유도 및 안내시설,경보 및 피난시설"
이어도펜션,장애인 활동 보조 필요성-아주 어려움
월령지헌,소개-자연의 질감을 품은 달의 집
월령지헌,숙박 업종-펜션/민박
월령지헌,이용 시간-Checkin : ~ Checkout :
썬앤문리조트,소개-썬앤문 리조트는 제주도 사계 해변 근처에 자리 잡고 있다. 이곳은 제주 최초의 천연리조트로 천연염색의 장인이 지은 공간으로도 유명하다. 현무암으로 둘러싸인 외관과 천연소재를 사용한 이불로 건강한 리조트의 느낌을 준다.
썬앤문리조트,상세 정보-썬앤문리조트 투숙 고객무료 참여 : 야외요가 / 원데이 체험 - 2만원 : 010-3993-1257 (kyana 요가)
썬앤문리조트,숙박 업종-리조트/콘도
썬앤문리조트,조식제공 여부-무료제공
썬앤문리조트,금연여부-전체금연
썬앤문리조트,"부대시설-풀장,인터넷,바베큐장"
썬앤문리조트,이용 시간-Checkin : 16:00 ~ Checkout : 11:00
썬앤문리조트,Late체크인여부-불가능
썬앤문리조트,유아 서비스-무
썬앤문리조트,유아 서비스 기타-유아용 변기커버
썬앤문리조트,"편의시설-공용주차장,현금결제,카드결제,화장실"
우도올레펜션,소개-우도의 명물인 답다니탑 해변 근처에 위치한 우도 올레펜션입니다.
우도올레펜션,이용 시간-Checkin : ~ Checkout :
이야기별방,"소개-제주도 펜션, 올레 21코스 중간지점이자 하도해수욕장이 바로 보이는 오션뷰를 자랑하는 이야기 별방"
이야기별방,상세 정보-연중무휴
이야기별방,이용 시간-Checkin : ~ Checkout :
이야기별방,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설"
팜힐펜션,소개-서귀포 중문관광단지 옆에 위치한 이국적인 분위기의 콘도형 펜션
팜힐펜션,이용 시간-Checkin : ~ Checkout :
팜힐펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설"
소담펜션,소개-올레7코스 흰돌밑 바로 앞에 위치한 모던펜션은 전 객실 바다전망이다.
소담펜션,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
소담펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설"
소담펜션,장애인 활동 보조 필요성-아주 어려움
곁겹,소개-일상의 곁에서 쌓은 추억의 겹
곁겹,숙박 업종-펜션/민박
곁겹,이용 시간-Checkin : ~ Checkout :
사면초가펜션,소개-넓은 정원과 제주의 옛 멋을 간직하여 네츄럴과 모던의 조화가 매력적인 펜션
사면초가펜션,상세 정보-연중 무휴
사면초가펜션,이용 시간-Checkin : ~ Checkout :
사면초가펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설"
사면초가펜션,장애인 활동 보조 필요성-어려움
리울,소개-사장님이 손수 그린 제주의 풍경들
리울,상세 정보-연중무휴
리울,"이용 시간-평일 : 09:30 ~ 20:00 , 주말 : 09:30 ~ 20:00"
꿈꾸는정원,소개-함덕 서우봉해변에 위치한 독채 민박
꿈꾸는정원,이용 시간-Checkin : ~ Checkout :
꿈꾸는정원,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설"
꿈꾸는정원,장애인 활동 보조 필요성-아주 어려움
동막골펜션,소개-제주를 담은 아름다운 정원이 있는 동막골게스트하우스
동막골펜션,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
동막골펜션,"편의시설-공용주차장,화장실,무료 WIFI"
삼보민박,"소개-차로 10분 거리에 협재, 금능 해수욕장이 있는 조용한 곳"
삼보민박,상세 정보-연중무휴
삼보민박,이용 시간-Checkin : ~ Checkout :
삼보민박,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설"
삼보민박,장애인 활동 보조 필요성-아주 어려움
거드락지민박,소개-단 둘만을 위한 소라집
거드락지민박,상세 정보-연중무휴/입실 15:00 퇴실 10:00
거드락지민박,이용 시간-Checkin : ~ Checkout :
거드락지민박,편의시설-화장실
오비두스 스테이,소개-애월 해안도로 산책길에서 한적한 산책을 즐길 수 있는 바닷가 앞 펜션
오비두스 스테이,이용 시간-Checkin : ~ Checkout :
오비두스 스테이,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
오비두스 스테이,장애인 활동 보조 필요성-아주 어려움
초록새록,소개-애월읍 신엄리에 위치한 통나무펜션
초록새록,이용 시간-Checkin : ~ Checkout :
초록새록,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점"
초록새록,장애인 활동 보조 필요성-아주 어려움
한라앤탐 펜션,"소개-제주 전통 돌담집의 느낌을 제대로 살린 공간으로 서까래는 그대로 살리고 현대식으로 리모델링되어 이색적이며, 객실에서 창 밖으로 바라보이는 감귤밭 풍경이 따스함을 전해주는 펜션이다."
한라앤탐 펜션,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
메이저호텔,소개-제주시 연동에 위치한 객실수42개의 모던한 호텔
메이저호텔,이용 시간-Checkin : 14:00 ~ Checkout : 11:00
메이저호텔,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설"
메이저호텔,장애인 시설정보-장애인 시설정보 >
메이저호텔,장애인 활동 보조 필요성-어려움
오조리비앤비,소개-성산일출봉의 해돋이를 사랑하는 사람들과 함께 따뜻한 침실에서 볼 수 있는 오조리bnb
오조리비앤비,이용 시간-Checkin : ~ Checkout :
오조리비앤비,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역"
오조리비앤비,장애인 시설정보-장애인 시설정보 >
오조리비앤비,장애인 활동 보조 필요성-쉬움
옛살라비펜션,"소개-제주공항과 15분거리, 올래16코스 종점, 17코스 시작점에 위치한 옛살라비 펜션입니다."
옛살라비펜션,이용 시간-Checkin : ~ Checkout :
옛살라비펜션,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,유도 및 안내시설,경보 및 피난시설"
옛살라비펜션,장애인 활동 보조 필요성-아주 어려움
장원민박,소개-중문관광단지와 올레8코스중간에 위치한 부담없고 아늑한 민박
장원민박,상세 정보-연중무휴
장원민박,이용 시간-Checkin : ~ Checkout :
장원민박,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설"
장원민박,장애인 활동 보조 필요성-아주 어려움
포시즌호텔,소개-세련되고 특별한 디자인의 호텔
포시즌호텔,이용 시간-Checkin : 16:00 ~ Checkout : 12:00
포시즌호텔,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,음료대,유도 및 안내시설,경보 및 피난시설"
포시즌호텔,장애인 활동 보조 필요성-아주 어려움
제주사랑 펜션,소개-서귀포항과 가까운 도미토리 겸 펜션
제주사랑 펜션,이용 시간-Checkin : ~ Checkout :
제주사랑 펜션,"편의시설-공용주차장,화장실,무료 WIFI"
사계여행민박,소개-산방산 기슭 300m 아래 올레 10코스에 자리한 숙소
사계여행민박,상세 정보-연중무휴
사계여행민박,이용 시간-Checkin : ~ Checkout :
사계여행민박,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,음료대,유도 및 안내시설,경보 및 피난시설"
사계여행민박,장애인 활동 보조 필요성-아주 어려움
제주풀무질,소개-생각의 틈을 심어주는 세화리 동네책방
제주풀무질,상세 정보-매주 수요일 정기휴무
제주풀무질,"이용 시간-평일 : 11:00 ~ 18:00 , 주말 : 11:00 ~ 18:00"
탱자탱자게스트하우스,소개-365일 재미가 있는 게스트하우스
탱자탱자게스트하우스,상세 정보-연중무휴
탱자탱자게스트하우스,이용 시간-Checkin : ~ Checkout :
탱자탱자게스트하우스,"편의시설-공용주차장,화장실,무료 WIFI"
탱자탱자게스트하우스,장애인 활동 보조 필요성-아주 어려움
제주돌집2호점,소개-제주도 옛 민가의 모습을 그대로 살린 숙소 제주지오브랜드 공식 숙소로 지정되어있다
제주돌집2호점,이용 시간-Checkin : ~ Checkout :
제주돌집2호점,"편의시설-공용주차장,현금결제,화장실,무료 WIFI,흡연구역,유도 및 안내시설,경보 및 피난시설"
제주돌집2호점,장애인 활동 보조 필요성-아주 어려움
제주돌집2호점,기타 상세-지오브랜드
아쿠아뷰티크,소개-월정리 해변 바로 앞에 있는 미니 풀빌라
아쿠아뷰티크,이용 시간-Checkin : ~ Checkout :
아쿠아뷰티크,"편의시설-공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설"
아쿠아뷰티크,장애인 활동 보조 필요성-아주 어려움
소풍이야기 펜션,소개-애월해안도로에 위치한 바다전망 좋은 커플펜션
소풍이야기 펜션,상세 정보-체크인 15:00 · 체크아웃 11:00
소풍이야기 펜션,이용 시간-Checkin : 15:00 ~ Checkout : 11:00
소풍이야기 펜션,"편의시설-공용주차장,현금결제,카드결제,화장실"
